,idx,collected,goal_amount,num_backers,category,duration,pledge_types,donate,creator,project_we_love,success,start_month,start_day,population,country
555,674,15.079090525494665,11.147930289415777,"55,024",games,30,5.0,0.0,Cyanide And Happiness,1.0,1,7,0,15.194750847520005, CA
556,675,11.523746703601812,11.512925464970229,902,film_Video,60,23.0,0.0,Josh Fox / The Truth Has Changed,1.0,1,7,0,14.648708334886981, NY
558,678,14.21610649755504,12.206072645530174,"11,808",games,22,2.0,0.0,CMON,1.0,1,7,2,13.047376865601485, GA
559,680,12.37174906241396,12.17101525371477,"1,249",crafts,30,9.0,0.0,Benedict Redgrove,1.0,1,7,5,15.837971611150978, UK
561,685,11.156621880640408,9.903487552536127,"1,111",journalism,30,9.0,0.0,Christopher Hass,1.0,1,7,1,14.816343153421665, IL
562,686,8.957381735582787,8.922658299524402,73,theater,22,7.0,0.0,"Handel, Marting, & Sankaram",1.0,1,7,1,15.9166075437284, NY
563,687,12.29501715281883,10.46310334047155,"1,175",technology,30,14.0,0.0,Input Club,1.0,1,7,1,13.842062903593279, CA
564,689,11.714216949521136,9.181940897454485,"1,483",publishing,45,15.0,0.0,Flipboku,1.0,1,7,1,12.90238979642094, Spain
565,690,12.014615485902027,11.512925464970229,"1,841",design,38,20.0,0.0,Lomography,1.0,1,7,1,15.9166075437284, NY
566,691,15.402388959428233,10.803648902480399,"32,582",games,23,6.0,0.0,Awaken Realms,1.0,1,7,1,13.361211759739437, Poland
567,694,8.91798070997329,11.461632170582678,128,publishing,60,14.0,0.0,Sidney Clifton,1.0,0,7,0,13.340452576975746, MD
568,695,8.841456920850803,8.501063809486354,209,comics,29,20.0,0.0,Maliha's Art,1.0,1,7,4,15.837971611150978, UK
569,696,8.04180227677252,8.031060180240619,223,technology,31,9.0,0.0,Ted Hunt,1.0,1,7,0,15.837971611150978, UK
570,701,8.054840221101024,8.006367567650246,59,art,30,7.0,0.0,Craig K. Damrauer,1.0,1,7,3,14.648708334886981, NY
571,702,12.579675500489556,10.126631103850338,"1,859",design,45,6.0,0.0,Pakt,1.0,1,7,3,14.648708334886981, NY
572,703,11.413038829147643,10.126631103850338,336,film_Video,24,17.0,0.0,Thornwillow,1.0,1,7,0,10.250263664295613, NY
573,704,12.188178495931343,11.512925464970229,521,technology,30,10.0,0.0,pi-top,1.0,1,7,1,15.837971611150978, UK
574,705,9.287116210778231,9.615805480084347,165,comics,34,15.0,0.0,PBS SoCal,1.0,0,6,3,15.194750847520005, CA
576,708,9.375770061099919,8.85366542803745,109,art,29,10.0,0.0,Addie Wagenknecht,1.0,1,7,1,15.9166075437284, NY
578,710,9.486455808056498,3.7376696182833684,"1,047",music,30,4.0,0.0,Sam Greenspan,1.0,1,7,1,15.194750847520005, CA
579,713,10.130543440670253,10.126631103850338,200,journalism,45,15.0,0.0,Harness Magazine,1.0,1,6,1,13.65311632657372, OH
580,714,10.196903156835669,10.126631103850338,398,theater,34,21.0,0.0,Josh Liveright,1.0,1,6,6,15.9166075437284, NY
581,716,8.076798071914473,8.031060180240619,35,dance,33,4.0,0.0,SLAM Theatre,,1,7,1,12.05163859222311, UK
582,717,11.60121102983759,11.512925464970229,"1,075",film_Video,31,28.0,0.0,Destination Fantastic,1.0,1,7,1,11.686189458941682, Iceland
583,718,13.326901312718398,11.512925464970229,"2,994",design,60,7.0,0.0,Moment,1.0,1,7,1,13.436372336049693, WA
584,719,11.405804066534587,10.515966830028619,431,technology,50,7.0,0.0,Creoqode,1.0,1,7,0,15.837971611150978, UK
585,720,10.874266469694353,9.392661928770137,712,crafts,35,13.0,0.0,Rumur,1.0,1,7,0,10.994873796112499, NC
586,721,8.035848696972415,8.031060180240619,76,theater,27,9.0,0.0,Eleanor Dillon-Reams,,1,7,4,13.049771178961905, UK
587,723,11.526927743899709,10.710170093472884,"2,685",games,30,16.0,0.0,Breaking Walls,1.0,1,6,1,14.28551418721001, Canada
588,725,8.430327258394575,9.942323576321327,43,film_Video,60,7.0,0.0,Jimmy Campbell - Smith,1.0,0,5,2,8.956737613177264, UK
589,726,9.343492692762053,8.856518497019858,139,crafts,30,4.0,0.0,Louis Dazy,1.0,1,6,6,14.575639054856664, France
590,727,8.317741752358815,8.308691916838898,73,art,56,5.0,0.0,Josie,1.0,1,5,4,11.178179737074716, UK
591,728,8.700181192753353,8.699514748210191,53,design,30,8.0,0.0,Joey Zeledón,1.0,1,6,1,13.340452576975746, MD
592,729,9.524713059681009,9.51044496442652,185,comics,31,16.0,0.0,Atthis Arts,1.0,1,6,1,13.425597881382114, MI
593,730,10.921341599819725,10.645424897265505,235,film_Video,42,12.0,0.0,MaryLiz Bender,1.0,1,5,3,9.201501423308978, FL
594,731,8.371010681238156,8.371010681238156,73,publishing,30,7.0,0.0,IMA Institut für Medienarchäologie,1.0,0,6,1,9.99474407280768, Austria
595,733,12.176484347353629,9.887358170606245,"2,947",games,31,6.0,0.0,Themeborne,1.0,1,5,4,12.68075282265981, UK
596,734,9.911356510914823,9.740968623038354,452,film_Video,30,19.0,0.0,Ninepin Press,1.0,1,6,2,9.717820405491077, MA
597,735,14.510499651161167,11.719939634354555,"7,212",technology,30,16.0,0.0,ROLI,1.0,1,6,1,15.837971611150978, UK
598,736,11.998063981800234,9.210340371976184,"3,527",games,31,8.0,0.0,Alex Hague,1.0,1,6,1,14.648708334886981, NY
599,737,11.701983232466644,11.582432870728383,160,theater,30,13.0,0.0,Ana Jaramillo,1.0,1,6,0,16.324637595040688, Mexico
600,738,9.042224633048418,8.501063809486354,254,art,28,10.0,0.0,Art Deco Magpie Publishing,1.0,1,6,6,13.297636821167181, UK
601,739,9.415051892297834,9.1942109900463,174,music,30,10.0,1.0,Carol Isaacs (The Surreal McCoy),1.0,1,6,0,15.837971611150978, UK
602,740,10.782284079982702,10.757902880692196,216,film_Video,30,11.0,0.0,Cheryl Jacobs Crim,1.0,1,6,6,13.30755248550697, DC
603,741,9.513920399580737,9.862665558015873,422,film_Video,30,14.0,0.0,Tara Avery,1.0,0,6,0,10.439425213116973, CA
604,742,8.309135277520069,8.083328608786376,71,photography,35,10.0,0.0,Prune Phi,1.0,1,5,3,14.174072719986182, Viet Nam
605,744,10.562741802072889,9.615805480084347,"1,545",music,30,21.0,0.0,Dr. Joel Pierson,1.0,1,6,0,15.9166075437284, NY
606,746,7.918115421224484,7.807916628926408,53,journalism,21,8.0,0.0,Tom Critchley,1.0,1,6,6,11.276037895863759, Jordan
607,747,12.16025695322993,0.20701416938432612,"2,715",film_Video,24,15.0,0.0,Featuristic Films,1.0,1,6,1,15.837971611150978, UK
608,751,8.137501087674767,8.083328608786376,55,art,31,9.0,0.0,Aude Carleton,1.0,1,6,0,11.40750939221358, Martinique
609,753,13.37467419801038,11.225243392518447,"3,899",design,43,14.0,0.0,GrowlerWerks,1.0,1,6,2,13.357133477695209, OR
610,754,8.119339046309408,8.083328608786376,83,art,31,8.0,0.0,Adrien Vargoz,1.0,1,6,0,8.1797604936999, Norway
611,755,10.19906338710701,10.126631103850338,354,film_Video,60,8.0,0.0,Mfaber,1.0,1,4,1,15.194750847520005, CA
612,756,8.996674267445863,8.906528917594517,285,publishing,21,9.0,0.0,404 Ink,1.0,1,6,3,13.049771178961905, UK
613,758,8.241755845380894,8.083328608786376,58,journalism,31,10.0,0.0,Nina Medioni,1.0,1,6,0,12.978243553240834, Israel
615,761,11.613124402573535,11.288781413322436,525,design,30,10.0,0.0,Markus Osterwalder,1.0,1,6,1,9.6445872815098, Switzerland
616,762,10.779456164931679,10.308952660644293,481,crafts,35,8.0,0.0,Steve Locke,1.0,1,6,2,13.410750701107972, MA
617,763,11.240548076078094,11.122102633598933,822,art,30,11.0,0.0,Lucinda Rogers,1.0,1,6,2,15.837971611150978, UK
618,765,11.159018116275657,11.06663836234181,803,film_Video,35,12.0,0.0,'By Hand' Project,1.0,1,5,4,10.765089759059482, CA
619,767,7.537430036586509,8.517193191416238,55,fashion,30,14.0,0.0,Leeyiyang Lyan,1.0,0,6,3,16.92079089713741, China
620,768,10.33241612790104,10.291448689412816,50,theater,36,8.0,0.0,Ana M Casas,1.0,1,5,4,13.942594208503612, Mexico
621,769,10.959627179526683,10.819778284410283,450,art,32,9.0,0.0,The Lab,1.0,1,6,0,14.151849928616338, CA
622,771,11.364263030468326,10.46310334047155,932,film_Video,34,35.0,0.0,Marc Zicree,1.0,1,5,0,15.194750847520005, CA
623,772,10.856102749791825,10.848308208023129,670,food,31,17.0,0.0,Heilala Vanilla,1.0,1,6,1,11.611303660869144, NZ
624,773,9.486986774807699,11.163112637051942,146,crafts,30,21.0,0.0,René Spitz,1.0,0,6,1,13.778218783212537, Germany
625,774,10.140021056969097,9.903487552536127,681,film_Video,30,17.0,0.0,Zan Christensen,1.0,1,5,4,14.151849928616338, CA
626,777,11.16704914827372,9.210340371976184,466,crafts,30,7.0,0.0,Grouphug,1.0,1,6,0,14.648708334886981, NY
627,778,9.985528262872338,9.903487552536127,173,music,28,20.0,0.0,Bright Shiny Things,1.0,1,5,2,15.9166075437284, NY
628,779,10.100738771884387,9.615805480084347,287,film_Video,32,8.0,0.0,Molly Allis,1.0,1,5,3,15.194750847520005, CA
629,781,12.6236771059767,11.512925464970229,"1,144",design,29,21.0,0.0,mola,1.0,1,5,2,16.120222886786994, Brazil
630,782,9.446518601560848,9.392661928770137,356,comics,30,9.0,0.0,"Open Field Studio, LLC",1.0,1,5,1,11.200349426324467, MI
631,783,8.677744486390223,5.728475087246572,196,design,25,20.0,0.0,Liz,,1,5,3,13.669469241521591, UK
632,786,9.301186055275759,9.104979856318357,126,film_Video,28,9.0,0.0,Tyler Rabinowitz,1.0,1,5,0,15.9166075437284, NY
633,788,9.618668045697824,9.615805480084347,111,dance,1,8.0,0.0,Raja Feather Kelly + the feath3r theory,1.0,1,6,4,14.648708334886981, NY
634,789,11.15820575117978,10.864751650053014,327,film_Video,41,44.0,0.0,"Washington Place Productions, LLC",1.0,1,5,2,15.194750847520005, CA
635,791,14.053932552379393,10.933313644787095,"10,335",crafts,34,7.0,0.0,SmartHalo,1.0,1,5,2,14.28551418721001, Canada
636,792,10.990128469423018,10.852439066649831,"1,601",film_Video,40,24.0,0.0,Kadak Collective,1.0,1,5,2,16.35646951007637, India
637,795,13.363827674256381,10.819778284410283,"5,046",technology,30,18.0,0.0,Shortcut Labs,1.0,1,5,1,14.230937217984762, Sweden
638,796,10.163378761521221,10.110501721920453,269,food,30,28.0,0.0,Freddie Janssen,1.0,1,5,0,15.837971611150978, UK
639,798,11.361826374304982,11.225243392518447,"1,452",film_Video,31,24.0,0.0,Mikkel Mainz,1.0,1,5,1,13.958411048202212, Denmark
640,799,11.821027621111574,11.472103470449973,"1,379",fashion,32,21.0,0.0,Evelyn & Bobbie,1.0,1,5,1,13.357133477695209, OR
641,802,10.702749963884775,9.615805480084347,700,design,30,11.0,0.0,Vlad Dragusin + Candylab Toys,1.0,1,5,2,15.9166075437284, NY
642,803,9.448490755396914,9.392661928770137,268,theater,30,19.0,0.0,Mariah Behrens,1.0,1,5,2,13.436372336049693, WA
643,805,11.719492379879636,10.714417768752456,"2,621",games,31,8.0,0.0,"612 Entertainment, LLC / Sirus Ahmadi",1.0,1,5,1,15.194750847520005, CA
644,808,13.763769795056565,10.819778284410283,"1,508",crafts,30,8.0,0.0,Bruce Shapiro,1.0,1,5,1,12.926200063971773, MN
645,810,9.93928896499951,9.903487552536127,271,theater,30,9.0,0.0,Sara Farrington,1.0,1,5,2,15.9166075437284, NY
646,811,16.31229925250229,13.122363377404328,"27,168",design,58,2.0,0.0,Peak Design,1.0,1,5,1,14.151849928616338, CA
647,813,10.694283086332076,10.596634733096073,214,crafts,30,9.0,0.0,Teresa Perleberg,,1,5,3,12.009583196461245, ND
648,817,11.857838647786169,11.531139576340832,108,fashion,28,14.0,0.0,Daniel Carrillo,1.0,1,4,4,16.324637595040688, Mexico
649,818,9.845699528768733,9.210340371976184,322,publishing,30,26.0,0.0,The Asian American Literary Review,1.0,1,5,2,13.30755248550697, DC
650,820,11.268507203377164,11.225243392518447,403,film_Video,32,20.0,0.0,CULTURESPORT,1.0,1,5,3,14.648708334886981, NY
652,823,11.401580410965146,10.819778284410283,156,technology,30,7.0,0.0,Feles Bio,1.0,1,5,1,11.973093381793852, MA
653,824,8.717190933223135,11.156250521031495,39,design,32,17.0,0.0,Aalo Design,1.0,0,5,1,14.151849928616338, CA
654,825,13.058556322013782,10.126631103850338,"2,857",design,24,15.0,0.0,SUPERPLASTIC®,1.0,1,5,1,12.010148998317934, VT
655,826,10.916015307290108,9.210340371976184,"1,272",games,30,8.0,0.0,Black Seven Studios,1.0,1,4,4,14.262133604157334, AZ
656,828,12.085778960830414,12.072541252905651,"1,453",film_Video,30,20.0,0.0,"Bhaskar, Yael & Morgan",1.0,1,4,0,12.94626322746207, CA
657,830,8.59044365315583,8.582044163735853,86,music,28,9.0,0.0,Evan P Donohue,1.0,1,4,3,13.182238541977242, TN
658,832,9.418154221531074,9.417354541360508,127,dance,30,15.0,0.0,Improbable,1.0,1,4,6,15.837971611150978, UK
659,835,11.019907014854104,10.819778284410283,250,film_Video,30,23.0,0.0,Jen Rainin,1.0,1,4,0,14.151849928616338, CA
