index,page_name,likes_at_posting,followers_at_posting,type,likes,comments,shares,post_views,entities_identified,post_sponsored,post_age,page_age,positive_reactions,negative_reactions,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
16,Indiegogo,582668,602910,video,1,7,0,657,PRODUCT,0,7,5303,0,0,4.272306298625977e-05,0.9173412919044495,7.17079617031306e-05,5.4228637795176756e-05,1.8319017346651634e-05,7.756369937660126e-05,6.306553692679332e-05,3.200039753112562e-05,7.940816510575399e-05,9.307180811540863e-05,7.392236923776088e-05
17,Indiegogo,582668,602910,video,3,3,1,534,CARDINAL,0,7,5303,0,0,0.43976736068725586,0.2066463977098465,8.549008414713961e-05,1.632721128916842e-05,2.7269165839202477e-05,0.09991152584552765,0.10718271136283875,0.10750071704387665,4.299366191406189e-05,2.1568546883105405e-05,2.7669513079079693e-05
18,Kickstarter,1590070,1588169,link,7,2,0,9,"FAC,NORP,PERSON,GPE",0,7,4839,0,2,8.320869470025677e-05,1.9669690135902003e-05,0.3730984330177307,5.1459198227591435e-05,2.7330386035234375e-05,1.9351783006885605e-05,7.137968725253225e-05,0.20113776624202728,9.009532679250909e-05,0.36978477239608765,7.948583537122525e-05
19,Indiegogo,582640,602877,video,1,1,1,584,"ORG,DATE,PRODUCT",0,8,5303,1,0,6.156029902363693e-05,0.14066337049007416,2.6378671066975626e-05,0.460030734539032,2.2534247506929094e-05,9.937430825219284e-05,5.403274276801909e-05,0.36101749539375305,6.24330097166099e-05,8.001029705763428e-05,8.921211693996856e-05
21,Kickstarter,1589930,1588019,link,4,1,0,5,"CARDINAL,PERSON",0,8,4839,0,1,6.961463457367349e-05,1.5138126647873276e-05,0.9393778443336487,7.091173611813203e-05,5.330884404309705e-05,3.6728293699434e-05,6.727333578586354e-05,1.2539612555113536e-05,1.3379743455209988e-05,7.733959337571723e-05,5.5247634469685315e-05
22,Indiegogo,582640,602877,link,1,1,0,1,"ORG,CARDINAL",0,8,5303,0,0,7.292095211649074e-05,7.436435550602792e-05,9.668017473809205e-05,4.513920994180929e-05,5.475888790940247e-05,9.536691238750097e-05,7.492181821870497e-05,0.9393773078918457,1.825607026300117e-05,7.843942983997248e-05,8.695946151178993e-05
23,Indiegogo,582577,602798,video,1,2,1,654,"WORK_OF_ART,PERSON",0,9,5303,0,0,5.594925157501933e-05,1.1291459130045937e-05,0.3263779282569885,0.6151634454727173,7.821502556396496e-05,3.950780073347093e-05,3.145423462041542e-05,7.861262104068403e-05,3.446052862493264e-05,6.689951805526721e-05,4.309247524657785e-05
24,Kickstarter,1589715,1587803,link,3,1,0,4,"PERSON,GPE",0,9,4839,0,1,4.298232603151948e-05,5.178027843327174e-05,0.3767456114292145,0.30079999566078186,9.187392069510325e-05,2.4822775396968585e-05,7.112979415254378e-05,0.06463131308555603,8.321333406401312e-05,0.22598797082901,9.633023726007126e-05
25,Indiegogo,582577,602798,link,1,2,0,2,"ORG,CARDINAL,PERSON,ORDINAL,WORK_OF_ART,DATE,GPE,PRODUCT",0,9,5303,0,0,4.6819635113058235e-05,3.9019207434194584e-05,0.4092119038105011,0.3858736753463745,9.850709539649295e-05,5.391162475306471e-05,0.18351495265960693,7.961538023218558e-05,4.193444886314951e-05,8.430702138955077e-05,3.7815603570778063e-05
26,Kickstarter,1589715,1587803,link,3,5,1,5,WORK_OF_ART,0,10,4839,1,1,6.519381883295164e-05,1.5694301013693886e-05,0.19428923726081848,8.76231150268606e-05,6.930402840547674e-05,0.08611705899238586,8.978738308834699e-05,1.6777574354929345e-05,2.1039458195711705e-05,0.6812953352928162,7.6785253505636e-05
28,Indiegogo,582577,602798,video,2,2,0,566,TIME,0,10,5303,1,0,4.060143585692389e-05,0.25908294320106506,2.645000198189057e-05,5.0031926956048394e-05,5.233144794795942e-05,0.12403459846973419,7.823329381895935e-05,9.162075089746908e-05,0.3363378942012787,0.24308167397975922,1.925058178420059e-05
29,Kickstarter,1589600,1587689,link,6,1,0,6,"ORG,DATE,NORP,ORDINAL,WORK_OF_ART,PERSON",0,10,4839,0,0,1.8962374855300255e-05,4.3020868845405884e-05,0.5920311212539673,6.948731880561694e-05,6.857113828486052e-05,3.466398890167846e-05,1.9260076604268056e-05,0.2657180726528168,2.0162221816139446e-05,2.9811200872813855e-05,0.08627665042877197
31,GoFundMe,1835992,1939171,link,185,301,14,301,"CARDINAL,GPE,PERSON,ORDINAL",0,13,4545,69,6,4.2217151846114105e-05,9.24274031504456e-05,8.545341573148477e-05,1.9130123032562872e-05,0.14856913685798645,0.6433290839195251,4.542138463063691e-05,9.917226535450334e-05,9.086756114205712e-05,0.15613201260566711,4.028484078027498e-05
32,Indiegogo,582533,602741,video,5,1,2,569,"QUANTITY,PRODUCT",0,13,5303,0,0,9.954445745384032e-05,0.814030110836029,8.552727537242512e-05,5.061395895700725e-05,0.14504820108413696,3.772943220765761e-05,4.132348664476595e-05,7.981576214854963e-05,3.590387007872177e-05,7.864758212528799e-05,7.07140271656659e-05
33,Kickstarter,1589543,1587618,link,9,3,1,11,"CARDINAL,PERSON",0,14,4839,1,1,3.281577353937783e-05,4.153303908575068e-05,0.0895046591758728,0.3737397789955139,0.5124923586845398,2.3569893055523986e-05,4.08148396929691e-05,4.885222569980756e-05,9.156927089547168e-05,6.6905577724651e-05,7.613178690864471e-05
34,Indiegogo,582535,602739,link,2,0,0,2,"ORG,PERSON",0,14,5303,0,0,7.804093209588248e-05,1.2429050072279899e-05,0.19083619117736816,6.462120477999156e-05,1.9715810034059804e-05,4.3197523660246343e-05,2.8466982681251646e-05,0.7409502863883972,5.4762661620532715e-05,4.807865038362768e-05,5.567340755630225e-05
36,Indiegogo,582535,602739,video,5,1,1,817,ORG,0,14,5303,1,0,8.2428131098176e-05,0.2573099732398987,3.497930962646453e-05,7.473048738032299e-05,9.781156302116916e-05,4.1907493368354895e-05,8.40600388533656e-05,1.5358727408237713e-05,0.6744681596755981,1.414642806976713e-05,1.766220488015964e-05
37,Indiegogo,582535,602739,photo,1,0,0,1,"ORG,WORK_OF_ART,PERSON",0,14,5303,0,0,6.668571697701e-05,9.860890451240194e-05,0.31146103143692017,0.6203357577323914,1.6451329367104712e-05,6.14634266514417e-05,1.3001066286069739e-05,1.3274202061967238e-05,2.3229149007937598e-05,7.349959971373728e-05,6.534120442582673e-05
38,Indiegogo,582535,602739,video,3,1,1,638,"ORG,PRODUCT",0,14,5303,0,0,2.3397699563482873e-05,7.147701953593501e-05,8.474565279825168e-05,0.6763103008270264,4.988788637874849e-05,1.574607032552971e-05,0.27554798126220703,3.7357318299252435e-05,4.8694494691957155e-05,9.125411556063084e-05,4.4649349597074724e-05
39,Kickstarter,1589494,1587566,link,5,0,0,5,"ORG,ORDINAL,GPE",0,15,4839,0,0,1.0895153490616305e-05,8.739243862871284e-05,5.33503312872637e-05,2.1036423526484005e-05,3.3330824402121595e-05,3.726858331042588e-05,3.6776432441160167e-05,0.9393572807312012,6.764579639022205e-05,7.35767340161956e-05,2.715749600693378e-05
40,Indiegogo,582543,602747,video,4,2,0,733,PRODUCT,0,15,5303,0,0,0.010108874179422855,0.4432574212551117,0.35510918498039246,0.0101090669631958,0.010108874179422855,0.12076015025377274,0.010109237395226955,0.010109387338161469,0.01010889746248722,0.010110077448189259,0.010108874179422855
41,Indiegogo,582543,602747,video,2,1,0,618,PRODUCT,0,15,5303,0,0,0.012994145043194294,0.5846818089485168,0.2983701527118683,0.012994145043194294,0.012994255870580673,0.012994145043194294,0.012994400225579739,0.012994450516998768,0.012994145043194294,0.012994145043194294,0.012994145043194294
42,GoFundMe,1835078,1938363,link,112,213,57,253,"LOC,PERSON,FAC,DATE,GPE",0,15,4545,70,71,2.7089794478873732e-05,2.196349132779066e-05,1.780835026991758e-05,5.39791841025156e-05,5.4863533478152034e-05,0.17970120906829834,2.8153433892990235e-05,4.1503246230001136e-05,0.30136269330978394,3.6822981046806706e-05,0.4806382954120636
43,Indiegogo,582543,602747,video,0,1,1,548,CARDINAL,0,15,5303,0,0,2.8378659750750903e-05,1.9899519236419032e-05,6.958043588336179e-05,6.619753426240504e-05,0.4725545048713684,9.15416254143218e-05,0.15485414862632751,0.0750325471162796,0.2600908875465393,4.795478731034434e-05,9.676519535829322e-05
44,Kickstarter,1589494,1587566,link,6,1,0,7,"CARDINAL,NORP,PERSON,EVENT",0,15,4839,0,1,5.809617836807859e-05,5.116198287631811e-05,7.421128730845441e-05,4.682500654878903e-05,9.725497750548556e-05,9.663866301257071e-05,2.596594954063076e-05,6.758284227298633e-05,0.28807130455970764,0.6664389371871948,8.856455386133038e-05
45,Indiegogo,582527,602727,link,2,3,0,3,"ORG,CARDINAL",0,16,5303,0,0,5.299810659506761e-05,0.7875815629959106,3.0700580221125026e-05,8.057610752528412e-05,4.393985717628998e-05,9.231872815056089e-05,9.53486450948253e-05,0.17831790447235107,5.217808315886668e-05,5.134283905509041e-05,4.263130886516141e-05
46,Indiegogo,582527,602727,video,2,1,2,534,PRODUCT,0,16,5303,0,0,3.465177996496046e-05,0.7185950875282288,1.217331284837189e-05,5.353296865289242e-05,7.093391743528786e-05,2.8433242470816676e-05,7.562509738641333e-05,6.0492572136492754e-05,9.293892567919607e-05,0.23025156557559967,9.771843309260883e-05
48,GoFundMe,1835133,1938286,link,43,137,29,137,"ORG,DATE,GPE,EVENT",0,16,4545,16,3,1.336164267898674e-05,2.4761789153901476e-05,3.7362321451567187e-05,6.319423500271571e-05,8.440351119362389e-05,0.3930658996105194,8.592066615960226e-05,0.10100539773702621,7.747813916518642e-05,5.056960017644916e-05,0.48246195912361145
49,Kickstarter,1589433,1587505,link,5,1,0,5,"LAW,PERSON,ORDINAL,DATE,GPE",0,16,4839,0,0,0.012993848882615566,0.012994269840419292,0.012994886375963688,0.012993563897907734,0.012993563897907734,0.01299401093274355,0.15685175359249115,0.3993924558162689,0.012994686141610146,0.3398033082485199,0.01299362163990736
50,Indiegogo,582527,602727,video,0,1,0,439,PRODUCT,0,16,5303,1,0,0.012993763200938702,0.012994544580578804,0.012993795797228813,0.012994016520678997,0.1558927446603775,0.012993169948458672,0.012993887066841125,0.7271610498428345,0.012993605807423592,0.012993169948458672,0.012996251694858074
53,Indiegogo,582542,602734,photo,0,0,0,0,"ORG,DATE",0,17,5303,0,0,3.5686366956994397e-05,4.0582236095404185e-05,0.19565962255001068,7.480594927486515e-05,0.5207262635231018,1.4062124740312536e-05,3.3589277497380834e-05,5.010813527397394e-05,4.49451328389083e-05,0.22296538949012756,6.223599438149891e-05
57,Kickstarter,1589539,1587589,link,5,8,0,9,"WORK_OF_ART,PERSON",0,19,4839,3,1,7.770421094489583e-05,6.796245892138646e-05,3.179385005820678e-05,9.870458602332197e-05,8.955346235437755e-05,9.585976221804225e-05,9.63344077912927e-05,2.3008547439009347e-05,3.6670792655797864e-05,0.9173427820205688,5.732435538214074e-05
58,Indiegogo,582587,602771,video,8,1,1,830,ORG,0,19,5303,0,0,0.018192779272794724,0.41820016503334045,0.21826934814453125,0.018192682415246964,0.018191348761320114,0.018191348761320114,0.21799570322036743,0.018191348761320114,0.018191348761320114,0.018191348761320114,0.018192598596215248
59,Indiegogo,582587,602771,video,5,1,0,560,PRODUCT,0,20,5303,1,0,0.011368650011718273,0.011369213461875916,0.011368674226105213,0.011368915438652039,0.13811297714710236,0.01136823184788227,0.01136874035000801,0.7595673203468323,0.011368583887815475,0.0113682234659791,0.011370480991899967
60,GoFundMe,1834188,1937327,video,104,254,52,9721,"CARDINAL,PERSON,DATE",0,20,4545,94,5,0.012990903109312057,0.012990354560315609,0.012990908697247505,0.012990989722311497,0.8700910806655884,0.012992518953979015,0.012990354560315609,0.012990406714379787,0.012991255149245262,0.012990741990506649,0.012990480288863182
62,Indiegogo,582601,602784,link,1,1,0,1,"ORG,DATE,ORDINAL",0,20,5303,0,0,0.011367213912308216,0.011366491205990314,0.011366274207830429,0.011366389691829681,0.011366027407348156,0.011366931721568108,0.36932888627052307,0.011366243474185467,0.5283732414245605,0.01136630680412054,0.011365991085767746
63,Indiegogo,582601,602784,video,5,2,0,499,"ORDINAL,PRODUCT",0,20,5303,1,0,9.119492554140988e-05,0.9350462555885315,5.575457123948509e-05,5.738754062974909e-05,8.441183170809863e-05,6.095335156858243e-05,6.41345739042364e-05,4.457349117530052e-05,4.284157142191206e-05,9.5922639120516e-05,6.62848646836176e-05
64,Kickstarter,1589563,1587609,link,7,3,0,9,ORG,0,20,4839,1,1,4.367260758571873e-05,0.5146573781967163,5.4717736727792106e-05,0.34869468212127686,2.2915914293050998e-05,4.071757315429495e-05,8.533590156267133e-05,9.364881273396132e-05,0.08467385172843933,4.21822649614316e-05,9.761398205125404e-05
65,GoFundMe,1834490,1937619,photo,66,88,4,88,"ORG,PERCENT,GPE",0,21,4545,6,1,4.7280197685388304e-05,1.5379278271753814e-05,0.15206311643123627,4.8207323991170895e-05,0.18361152708530426,0.4040900468826294,6.506470664141304e-05,4.210406034018822e-05,0.2248588353395462,5.8757239855763506e-05,5.0894488961565855e-05
66,Kickstarter,1589554,1587598,link,1,2,0,5,"NORP,PERSON",0,21,4839,4,0,1.526816721011273e-05,6.525076259793032e-05,1.349284925584772e-05,1.851844222395426e-05,8.237879786896332e-05,9.375748292123511e-05,0.09921219944953918,0.6368858218193054,9.09299798760316e-05,0.19774189591407776,9.836003569136053e-05
67,Kickstarter,1589554,1587598,link,13,24,0,24,"ORG,WORK_OF_ART,DATE,PERSON",0,21,4839,1,4,9.150013353196645e-05,3.8529390392527885e-05,0.9494745135307312,9.35930216385794e-05,7.129219327356148e-05,2.3961222012749083e-05,9.790552578377568e-05,2.6697836566995776e-05,7.463307027039401e-05,8.936516551405095e-05,3.729365511722644e-05
68,Indiegogo,582642,602820,link,2,4,0,4,"ORG,DATE,ORDINAL",0,22,5303,0,0,0.010104498825967312,0.010103817097842693,0.010103626176714897,0.010103720240294933,0.0101034976541996,0.010104306042194366,0.4595891237258911,0.010103760287165642,0.44947636127471924,0.01010390929877758,0.010103405453264713
69,GoFundMe,1834006,1937125,link,121,202,14,202,"ORG,DATE,PERSON",0,22,4545,51,5,4.339514378981044e-05,2.1027518782565233e-05,0.08830614387989044,3.384360605765028e-05,2.7686716265363622e-05,0.8686138391494751,7.461688846858242e-05,8.403044105982495e-05,3.2444672352322746e-05,2.738487346594624e-05,1.0854537219939407e-05
70,Indiegogo,582642,602820,video,2,1,0,412,"ORG,PERSON",0,22,5303,0,0,0.9663196206092834,6.286440907797162e-05,6.651837227864952e-05,3.012283353322029e-05,6.93276813772284e-05,1.623184069567917e-05,2.2742852334128942e-05,6.139053753624835e-05,3.2421603898765244e-05,3.2091141332378595e-05,9.071885180476607e-05
71,Indiegogo,582642,602820,video,9,2,0,780,PRODUCT,0,22,5303,0,0,0.015154036693274975,0.015155629254877567,0.01515494380146265,0.8484498262405396,0.015154952183365822,0.015154394321143627,0.015155983157455921,0.015154095366597176,0.015155935660004616,0.015155266039073467,0.015154977329075336
72,Indiegogo,582642,602820,video,0,1,0,513,"ORG,TIME",0,22,5303,0,0,0.011367043480277061,0.6149654984474182,0.011366571299731731,0.13632255792617798,0.011366571299731731,0.01136766653507948,0.01136722881346941,0.011366729624569416,0.011366676539182663,0.15777689218521118,0.011366571299731731
73,Kickstarter,1589559,1587609,link,5,1,0,5,"WORK_OF_ART,TIME",0,22,4839,0,0,0.4026726186275482,1.8770238398838998e-05,0.42979973554611206,5.452728647969286e-05,2.561882805030325e-05,7.119553590724494e-05,0.12471475452184677,1.9402909435341963e-05,6.497184891392532e-05,9.902461136677316e-05,1.8515622122266268e-05
74,Indiegogo,582642,602820,video,4,3,3,849,TIME,0,23,5303,0,0,9.178419908924799e-05,7.126177261686267e-05,1.4494422965427562e-05,1.4445356775619954e-05,4.839059006890425e-05,4.313465090471807e-05,0.9431552886962891,5.9639903021951224e-05,7.36110305471742e-05,7.042019091670757e-05,3.947333895306654e-05
75,Indiegogo,582642,602820,video,1,4,1,714,ORG,0,23,5303,0,0,3.2286292350608805e-05,2.8757886064673628e-05,0.5939158201217651,0.33168429136276245,2.893436714849015e-05,9.179145072561787e-05,5.550217257676767e-05,9.481971159850202e-05,5.05424005908638e-05,6.026225487639607e-05,2.0106623551753024e-05
76,Indiegogo,582664,602835,link,2,0,0,3,"CARDINAL,ORG",0,23,5303,1,0,6.841764887031293e-05,8.946396852151548e-05,8.713074861524477e-05,3.146404314542749e-05,0.1656852662563324,0.5395573377609253,4.4360374301536504e-05,9.089895914894889e-05,0.2720136344432831,9.243038744965024e-05,3.691277816867921e-05
77,Indiegogo,582664,602835,video,3,1,3,492,"ORG,TIME",0,23,5303,0,0,0.011367835104465485,0.1363317221403122,0.011368139646947384,0.011366575956344604,0.011366604827344418,0.011366556398570538,0.011366561986505985,0.2613447308540344,0.011366399936378002,0.011365952901542187,0.511388897895813
78,Kickstarter,1589575,1587622,link,6,4,0,6,ORG,0,23,4839,0,0,9.345132942722259e-05,2.6032594663867936e-05,3.6438199555915337e-05,0.9465025067329407,9.267860974222902e-05,9.236460573233273e-05,1.1202437934894205e-05,6.631562838194918e-05,6.664220676397983e-05,2.6848038946824767e-05,1.4747628035452717e-05
79,Indiegogo,582664,602835,video,5,3,1,681,"ORG,TIME,DATE,QUANTITY",0,24,5303,0,0,1.1259904255941618e-05,3.2195963326695255e-05,6.613663730221758e-05,9.248493549711981e-05,3.0056777566530692e-05,4.974361752377755e-05,0.5119812488555908,0.1639486849308014,6.182001916777213e-05,1.8428105341473765e-05,0.3043974041938782
80,Indiegogo,582678,602850,video,1,2,1,389,"CARDINAL,ORG",0,24,5303,0,0,0.25556206703186035,8.999222659244639e-05,5.5663740613822676e-05,9.897817197093229e-05,5.782054222052864e-05,9.493270518863464e-05,8.930638753587352e-05,8.942263779006056e-05,0.6814788579940796,4.157107280955428e-05,3.2855960866111906e-05
81,Indiegogo,582678,602850,video,0,2,0,413,"PERSON,PRODUCT",0,24,5303,1,0,4.749681114125564e-05,1.3404470637291233e-05,0.45230230689048767,6.626164784286664e-05,7.428591223463253e-05,2.1826078462948572e-05,7.987637453324927e-05,1.3309971450344975e-05,9.890609727791653e-05,0.49312326312065125,1.271090559631249e-05
83,Indiegogo,582678,602850,video,1,2,1,736,"ORG,PRODUCT",0,24,5303,0,0,9.611560792444815e-05,1.9797119767173596e-05,5.250690018223302e-05,0.1890420913696289,1.0633168349262974e-05,9.335830917381411e-05,0.6711940169334412,5.015311440388113e-05,0.08377528935670853,1.2762771794281097e-05,5.292119402468661e-05
84,Indiegogo,582678,602850,video,1,2,1,376,"DATE,EVENT",0,24,5303,0,0,4.335412256782637e-05,0.35529640316963196,3.7382617991384455e-05,5.909130417090041e-05,4.3519772792434294e-05,4.741171192692098e-05,1.8895779055810993e-05,9.59098257692688e-05,0.42966827750205994,0.18592655658721924,7.471331293669927e-05
86,Indiegogo,582678,602850,link,2,1,0,2,"ORG,CARDINAL,WORK_OF_ART,ORDINAL",0,24,5303,0,0,1.4462966433109712e-05,1.987625944981753e-05,0.9566887021064758,5.899089224928584e-05,4.41880661978617e-05,7.503569353169807e-05,8.306909562486148e-05,5.8267143555401605e-05,6.819829947765524e-05,4.747094993342151e-05,9.300388267315137e-05
87,Kickstarter,1589570,1587615,link,7,2,0,8,"CARDINAL,PERSON",0,24,4839,1,0,1.2304467310045013e-05,1.1241032996835742e-05,0.32791945338249207,0.5245542526245117,3.7165445738222944e-05,5.175132702902917e-05,0.09556104987859726,7.21425145342305e-05,2.6758448226374613e-05,3.837419447015086e-05,8.536447545895979e-05
89,Kickstarter,1589718,1587759,link,9,3,2,10,PRODUCT,0,26,4839,0,1,1.801655339555418e-05,0.6445758938789368,0.24801622331142426,2.5971648136914797e-05,1.4518007803726834e-05,3.4685244245047606e-05,4.4792632365778916e-05,0.06461740285158157,6.23581267338443e-05,1.60544364981388e-05,2.2054249944963248e-05
91,Kickstarter,1589735,1587780,link,3,3,1,6,"ORG,NORP,DATE,GPE",0,27,4839,1,2,0.2170199453830719,9.593031969044295e-05,9.762697229524733e-05,6.611829698097553e-05,2.7050200229635044e-05,1.1145148361654995e-05,8.646247980068246e-05,4.652823561830784e-05,6.571982290320806e-05,1.2707704196685717e-05,0.745771586894989
92,Indiegogo,582741,602891,link,1,5,0,5,"ORG,WORK_OF_ART,DATE,CARDINAL",0,28,5303,0,1,2.4209296917786214e-05,2.4550416575997588e-05,0.2777426242828369,5.781761561845268e-05,0.4416620433330536,6.266624478961014e-05,0.09863700717687607,7.539336352623644e-05,9.492620530141657e-05,0.16000403463840485,2.2174986137045213e-05
94,Indiegogo,582741,602891,video,6,2,1,495,,0,28,5303,0,0,0.4540668725967407,0.45493170619010925,0.010110883973538876,0.010111095383763313,0.010111032985150814,0.010111100971698761,0.01011122390627861,0.01011157501488924,0.010111114010214806,0.010110883973538876,0.010112551972270012
95,Indiegogo,582741,602891,video,1,2,3,613,"ORG,MONEY,DATE",0,28,5303,0,0,0.5759873986244202,2.6838909178293025e-05,1.0025409404248241e-05,1.0302684663348515e-05,5.001114649576353e-05,3.079113263375406e-05,1.4971084310581482e-05,2.353173483903297e-05,0.36945226788520813,7.773867084311221e-05,5.9451027822091585e-05
96,Indiegogo,582741,602891,video,8,1,1,867,CARDINAL,0,28,5303,0,0,8.837565263636546e-05,0.3719243109226227,1.413540754671499e-05,0.13786618411540985,4.5444282899420795e-05,7.942214750468835e-05,3.954693840347289e-05,4.436845835878938e-05,0.4240627884864807,6.776535537704436e-05,8.977981670203339e-05
97,Indiegogo,582770,602911,video,8,1,0,894,"TIME,NORP",0,29,5303,0,0,0.12444622814655304,3.9558412396648036e-05,5.3172306918658604e-05,3.0491344743792463e-05,5.31852848999206e-05,2.3303664971331393e-05,5.03283845102963e-05,4.951558256181524e-05,2.1101175760748946e-05,6.368654204088426e-05,0.8274049162864685
98,Kickstarter,1589846,1587889,link,29,14,6,30,"CARDINAL,PERCENT,QUANTITY,GPE",0,29,4839,1,0,8.793862943944234e-05,0.2381688803434372,9.74095591317995e-05,3.2037646989374285e-05,4.417214037818818e-05,0.38992252945899963,3.6632820871069886e-05,8.083322546419804e-05,0.1850365549325943,8.772656719719072e-05,0.1603388786315918
99,Indiegogo,582770,602911,video,3,1,3,762,PRODUCT,0,29,5303,1,0,9.869098008989063e-05,0.5421602129936218,6.844711970740628e-05,4.690740818308303e-05,6.469803594102409e-05,6.062725701786439e-05,1.8625717495562643e-05,6.865700796790297e-05,5.374094597561703e-05,2.947122885329713e-05,0.39489272236824036
101,Indiegogo,582770,602911,video,2,0,2,411,"ORG,MONEY,DATE,PERSON",0,29,5303,0,0,0.6437987685203552,6.43111495910857e-05,4.4012196979491384e-05,0.07193684577941895,2.238726621279294e-05,1.4543143870812209e-05,0.22217954695224762,8.676338671638658e-05,0.0453278087079525,1.6607113735465502e-05,5.5709533622841564e-05
102,Indiegogo,582785,602925,video,3,1,0,357,"PERSON,DATE",0,30,5303,0,0,7.675800505309375e-05,5.867778193855649e-05,1.1797068224307059e-05,5.566437154064174e-05,7.041235507412427e-05,4.299392311149468e-05,7.838689430996262e-05,9.317230047022025e-05,8.840082502804158e-05,0.9465141892433167,8.847587449380049e-05
103,Indiegogo,582785,602925,video,3,2,0,435,"DATE,PRODUCT",0,30,5303,0,0,8.632875758389352e-05,0.6157349944114685,8.75055544615531e-05,4.232127296771069e-05,8.363079240407696e-05,6.888994450085232e-05,1.928904310845894e-05,5.734345237634149e-05,3.991980353310755e-05,0.3387974202632904,8.449121159185332e-05
104,Indiegogo,582785,602925,video,1,0,0,216,"ORG,DATE,PERSON",0,30,5303,0,0,8.269398830721963e-05,9.632182453601691e-05,0.48105520009994507,8.47958443235052e-05,0.38181039690971375,7.492686948712372e-05,0.09166079014539719,8.40690564150928e-05,9.2016771961865e-05,8.914277160094593e-05,5.8529910877054686e-05
105,Indiegogo,582785,602925,photo,4,0,2,4,"ORG,CARDINAL,MONEY,PERSON,PRODUCT",0,30,5303,0,0,0.9566875696182251,8.142996534347868e-05,6.721571250567321e-05,5.469244562306288e-05,3.7864465423357124e-05,9.64619074143011e-05,2.805306409818616e-05,4.3488964945818305e-05,9.264168712460153e-05,2.1377923830390044e-05,1.7121483952136816e-05
107,Kickstarter,1589880,1587918,link,6,3,1,8,"CARDINAL,ORG,PRODUCT",0,30,4839,2,0,9.450298361306227e-05,0.2484261691570282,7.508101166675167e-05,2.744188481862448e-05,0.4958067834377289,3.265662786547075e-05,8.339310825792604e-05,8.115856089969607e-05,0.21533779799938202,6.665751074877563e-05,5.639293133280808e-05
108,Indiegogo,582804,602934,video,2,0,0,502,,0,31,5303,0,0,4.4357070562273366e-05,6.67977724387205e-05,5.837187554801669e-05,3.2727615567961906e-05,9.669851173984619e-05,7.728067500903813e-05,3.5798537270390285e-05,1.943138460815206e-05,5.394903020959005e-05,0.9521424770355225,5.210978632612159e-05
109,Indiegogo,582804,602934,video,4,4,0,688,,0,31,5303,1,0,9.035451897942016e-05,5.9732886985889085e-05,0.2282872200012207,0.40275681018829346,5.2064446019047916e-05,7.817765467287434e-05,7.576810921455572e-05,6.604442532058396e-05,0.30831220746040344,9.819359220000464e-05,7.101287509751396e-05
110,Indiegogo,582828,602959,photo,11,3,0,11,"ORG,PERCENT,DATE,EVENT",0,32,5303,0,0,8.096967937031099e-05,7.052523830398769e-05,8.92214081362674e-05,1.9852544733409448e-05,4.6576679180135624e-05,3.888079127699593e-05,2.8974588525339557e-05,5.5140202096384845e-05,0.9793314933776855,9.217717407213187e-05,5.1660411236330704e-05
111,Indiegogo,582828,602959,video,4,0,0,586,,0,32,5303,0,0,4.718429937812088e-05,3.2910447323410296e-05,6.115064083932886e-05,8.851777274839927e-05,7.44601684781148e-05,6.732259332412284e-05,4.186744828015589e-05,4.862995257979793e-05,6.795129466919384e-05,0.9465145468711853,1.1213627608631829e-05
112,Indiegogo,582828,602959,link,0,0,0,0,"CARDINAL,DATE",0,32,5303,0,0,4.5480266257880156e-05,0.3584662079811096,7.86495887437605e-05,9.083957746416367e-05,8.624267747341013e-05,7.786380444539427e-05,8.553867640663999e-05,8.320896783538248e-05,7.434143481755376e-05,0.6059536933898926,8.439637642347207e-05
113,Indiegogo,582828,602959,link,0,0,0,0,ORG,0,32,5303,0,0,1.9291111783621736e-05,9.277896289045221e-05,5.279397493867708e-05,6.306428557093047e-05,0.44468802213668823,1.1585924478225423e-05,0.28920212388038635,8.991649880487529e-05,0.22780591249465942,6.419299608588326e-05,1.2747661005216808e-05
115,GoFundMe,1831417,1934477,link,81,127,7,127,"CARDINAL,GPE,PERSON,ORG",0,34,4545,28,1,2.210435866954177e-05,2.6463513614564813e-05,7.678874556595542e-05,8.462011713489408e-05,3.982211020680121e-05,1.6356160978517277e-05,4.9891339628746324e-05,4.8554857947709014e-05,0.08933848887681961,0.6858932375907898,0.1864720731973648
117,GoFundMe,1832494,1935545,video,66,75,15,8773,"CARDINAL,WORK_OF_ART,NORP,GPE",0,35,4545,24,1,0.17746415734291077,7.480188157057442e-05,3.0745636012725685e-05,8.31660626298229e-05,0.7543380260467529,7.086886872361808e-05,6.171072052452248e-05,5.431506591839905e-05,7.818312408264278e-05,8.966468577347169e-05,4.504419618025307e-05
118,Indiegogo,582873,602983,video,6,2,6,1073,"CARDINAL,MONEY,ORG",0,35,5303,0,0,0.9465166926383972,7.402325020837699e-05,4.7688560071964895e-05,8.61073556253218e-05,5.669739083306643e-05,5.2066951070357275e-05,9.533588168598158e-05,6.970561496254715e-05,8.790267907549232e-05,9.42962526574509e-05,1.0903579084904934e-05
